,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,expanded_urls,rate,name,dog_stage,text,truncated,display_text_range,in_reply_to_user_id_str,in_reply_to_status_id_str,retweet_count,favorite_count,possibly_sensitive,lang,dog_breed,jpg_url,sentiment
0,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,doggo,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
1,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,floofer,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
2,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,pupper,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
3,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,puppo,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
4,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,p1_dog,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
5,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,p2_dog,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
6,892177421306343426,nan,nan,2017-08-01 00:17:27+00:00,Iphone,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,Tilly,p3_dog,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 .",,0,,,,,,,Chihuahua,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Positive
7,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,doggo,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
8,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,floofer,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
9,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,pupper,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
10,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,puppo,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
11,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,p1_dog,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
12,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,p2_dog,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
13,891815181378084864,nan,nan,2017-07-31 00:18:03+00:00,Iphone,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,Archie,p3_dog,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 .,False,121,nan,nan,4328.0,25461.0,0.0,EN,Chihuahua,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Positive
14,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,doggo,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
15,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,floofer,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
16,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,pupper,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
17,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,puppo,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
18,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,p1_dog,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
19,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,p2_dog,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
20,891327558926688256,nan,nan,2017-07-29 16:00:24+00:00,Iphone,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,Franklin,p3_dog,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek .",False,138,nan,nan,9774.0,41048.0,0.0,EN,basset,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Positive
21,890729181411237888,nan,nan,2017-07-28 00:22:40+00:00,Iphone,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,,doggo,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 .,False,118,nan,nan,16716.0,56848.0,0.0,EN,Pomeranian,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Positive
22,890729181411237888,nan,nan,2017-07-28 00:22:40+00:00,Iphone,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,,floofer,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 .,False,118,nan,nan,16716.0,56848.0,0.0,EN,Pomeranian,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Positive
23,890729181411237888,nan,nan,2017-07-28 00:22:40+00:00,Iphone,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,,pupper,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 .,False,118,nan,nan,16716.0,56848.0,0.0,EN,Pomeranian,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Positive
24,890729181411237888,nan,nan,2017-07-28 00:22:40+00:00,Iphone,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,,puppo,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 .,False,118,nan,nan,16716.0,56848.0,0.0,EN,Pomeranian,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Positive
